date,sales,revenue,estado,codigo,asp,canal
2014-01-01,10,66022,Veracruz de Ignacio de la Llave,VER,6602.2,Call Center
2014-01-01,10,46795,Veracruz de Ignacio de la Llave,VER,4679.5,Recomendación
2014-01-01,13,78715,Veracruz de Ignacio de la Llave,VER,6055,Web
2014-01-01,2,10521,Yucatán,YUC,5260.5,Correo
2014-01-01,12,75704,Yucatán,YUC,6308.666666666667,Call Center
2014-01-01,12,53657,Yucatán,YUC,4471.416666666667,Recomendación
2014-01-01,16,90258,Yucatán,YUC,5641.125,Web
2014-01-01,1,11883,Zacatecas,ZAC,11883,Correo
2014-01-01,9,85506,Zacatecas,ZAC,9500.666666666666,Call Center
2014-01-01,8,60604,Zacatecas,ZAC,7575.5,Recomendación
2014-01-01,11,101945,Zacatecas,ZAC,9267.727272727272,Web
2014-02-01,4,18378,Ciudad de México,CMX,4594.5,Correo
2014-02-01,23,132240,Ciudad de México,CMX,5749.565217391304,Call Center
2014-02-01,23,93728,Ciudad de México,CMX,4075.1304347826085,Recomendación
2014-02-01,30,157663,Ciudad de México,CMX,5255.433333333333,Web
2014-02-01,1,6772,Aguascalientes,AGU,6772,Correo
2014-02-01,5,48731,Aguascalientes,AGU,9746.2,Call Center
2014-02-01,5,34539,Aguascalientes,AGU,6907.8,Recomendación
2014-02-01,7,58099,Aguascalientes,AGU,8299.857142857143,Web
2014-02-01,1,9620,Baja California,BCN,9620,Correo
2014-02-01,7,69221,Baja California,BCN,9888.714285714286,Call Center
2014-02-01,7,49062,Baja California,BCN,7008.857142857143,Recomendación
2014-02-01,9,82528,Baja California,BCN,9169.777777777777,Web
2014-02-01,1,11020,Baja California Sur,BCS,11020,Correo
2014-02-01,8,79296,Baja California Sur,BCS,9912,Call Center
2014-02-01,8,56203,Baja California Sur,BCS,7025.375,Recomendación
2014-02-01,11,94541,Baja California Sur,BCS,8594.636363636364,Web
2014-02-01,1,2694,Campeche,CAM,2694,Correo
2014-02-01,2,19384,Campeche,CAM,9692,Call Center
2014-02-01,2,13739,Campeche,CAM,6869.5,Recomendación
2014-02-01,3,23110,Campeche,CAM,7703.333333333333,Web
2014-02-01,2,9609,Coahuila de Zaragoza,COA,4804.5,Correo
2014-02-01,10,69144,Coahuila de Zaragoza,COA,6914.4,Call Center
2014-02-01,10,49008,Coahuila de Zaragoza,COA,4900.8,Recomendación
2014-02-01,13,82437,Coahuila de Zaragoza,COA,6341.307692307692,Web
2014-02-01,2,9246,Colima,COL,4623,Correo
2014-02-01,11,66529,Colima,COL,6048.090909090909,Call Center
2014-02-01,11,47154,Colima,COL,4286.727272727273,Recomendación
2014-02-01,14,79319,Colima,COL,5665.642857142857,Web
2014-02-01,1,2591,Chiapas,CHP,2591,Correo
2014-02-01,3,18642,Chiapas,CHP,6214,Call Center
2014-02-01,3,13213,Chiapas,CHP,4404.333333333333,Recomendación
2014-02-01,4,22226,Chiapas,CHP,5556.5,Web
2014-02-01,2,7048,Chihuahua,CHH,3524,Correo
2014-02-01,12,50717,Chihuahua,CHH,4226.416666666667,Call Center
2014-02-01,11,35947,Chihuahua,CHH,3267.909090909091,Recomendación
2014-02-01,15,60467,Chihuahua,CHH,4031.133333333333,Web
2014-02-01,2,7343,Durango,DUR,3671.5,Correo
2014-02-01,10,52836,Durango,DUR,5283.6,Call Center
2014-02-01,10,37449,Durango,DUR,3744.9,Recomendación
2014-02-01,13,62994,Durango,DUR,4845.692307692308,Web
2014-02-01,2,7666,Guanajuato,GUA,3833,Correo
2014-02-01,10,55159,Guanajuato,GUA,5515.9,Call Center
2014-02-01,10,39095,Guanajuato,GUA,3909.5,Recomendación
2014-02-01,13,65763,Guanajuato,GUA,5058.692307692308,Web
2014-02-01,1,8484,Guerrero,GRO,8484,Correo
2014-02-01,5,61050,Guerrero,GRO,12210,Call Center
2014-02-01,5,43270,Guerrero,GRO,8654,Recomendación
2014-02-01,7,72786,Guerrero,GRO,10398,Web
2014-02-01,1,8565,Hidalgo,HID,8565,Correo
2014-02-01,9,61630,Hidalgo,HID,6847.777777777777,Call Center
2014-02-01,9,43681,Hidalgo,HID,4853.444444444444,Recomendación
2014-02-01,12,73478,Hidalgo,HID,6123.166666666667,Web
2014-02-01,3,20190,Jalisco,JAL,6730,Correo
2014-02-01,20,145280,Jalisco,JAL,7264,Call Center
2014-02-01,20,102970,Jalisco,JAL,5148.5,Recomendación
2014-02-01,26,173210,Jalisco,JAL,6661.923076923077,Web
2014-02-01,3,10467,México,MEX,3489,Correo
2014-02-01,19,75316,México,MEX,3964,Call Center
2014-02-01,19,53382,México,MEX,2809.5789473684213,Recomendación
2014-02-01,25,89795,México,MEX,3591.8,Web
2014-02-01,1,7239,Michoacán de Ocampo,MIC,7239,Correo
2014-02-01,8,52087,Michoacán de Ocampo,MIC,6510.875,Call Center
2014-02-01,7,36918,Michoacán de Ocampo,MIC,5274,Recomendación
2014-02-01,10,62101,Michoacán de Ocampo,MIC,6210.1,Web
2014-02-01,1,2694,Morelos,MOR,2694,Correo
2014-02-01,2,19384,Morelos,MOR,9692,Call Center
2014-02-01,2,13739,Morelos,MOR,6869.5,Recomendación
2014-02-01,3,23110,Morelos,MOR,7703.333333333333,Web
2014-02-01,2,7204,Nayarit,NAY,3602,Correo
2014-02-01,10,51834,Nayarit,NAY,5183.4,Call Center
2014-02-01,10,36739,Nayarit,NAY,3673.9,Recomendación
2014-02-01,13,61799,Nayarit,NAY,4753.7692307692305,Web
2014-02-01,3,10467,Nuevo León,NLE,3489,Correo
2014-02-01,19,75316,Nuevo León,NLE,3964,Call Center
2014-02-01,19,53382,Nuevo León,NLE,2809.5789473684213,Recomendación
2014-02-01,25,89795,Nuevo León,NLE,3591.8,Web
2014-02-01,1,2591,Oaxaca,OAX,2591,Correo
2014-02-01,3,18642,Oaxaca,OAX,6214,Call Center
2014-02-01,3,13213,Oaxaca,OAX,4404.333333333333,Recomendación
2014-02-01,4,22226,Oaxaca,OAX,5556.5,Web
2014-02-01,1,6347,Puebla,PUE,6347,Correo
2014-02-01,6,45672,Puebla,PUE,7612,Call Center
2014-02-01,6,32371,Puebla,PUE,5395.166666666667,Recomendación
2014-02-01,8,54452,Puebla,PUE,6806.5,Web
2014-02-01,3,20190,Querétaro,QUE,6730,Correo
2014-02-01,20,145280,Querétaro,QUE,7264,Call Center
2014-02-01,20,102970,Querétaro,QUE,5148.5,Recomendación
2014-02-01,26,173210,Querétaro,QUE,6661.923076923077,Web
2014-02-01,2,6390,Quintana Roo,ROO,3195,Correo
2014-02-01,10,45977,Quintana Roo,ROO,4597.7,Call Center
2014-02-01,10,32587,Quintana Roo,ROO,3258.7,Recomendación
2014-02-01,13,54816,Quintana Roo,ROO,4216.615384615385,Web
2014-02-01,1,6511,San Luis Potosí,SLP,6511,Correo
2014-02-01,8,46851,San Luis Potosí,SLP,5856.375,Call Center
2014-02-01,7,33206,San Luis Potosí,SLP,4743.714285714285,Recomendación
2014-02-01,10,55858,San Luis Potosí,SLP,5585.8,Web
2014-02-01,1,4516,Sinaloa,SIN,4516,Correo
2014-02-01,8,32495,Sinaloa,SIN,4061.875,Call Center
2014-02-01,8,23032,Sinaloa,SIN,2879,Recomendación
2014-02-01,10,38742,Sinaloa,SIN,3874.2,Web
2014-02-01,1,8795,Sonora,SON,8795,Correo
2014-02-01,9,63285,Sonora,SON,7031.666666666667,Call Center
2014-02-01,9,44855,Sonora,SON,4983.888888888889,Recomendación
2014-02-01,11,75451,Sonora,SON,6859.181818181818,Web
2014-02-01,2,9920,Tabasco,TAB,4960,Correo
2014-02-01,10,71380,Tabasco,TAB,7138,Call Center
2014-02-01,10,50592,Tabasco,TAB,5059.2,Recomendación
2014-02-01,13,85103,Tabasco,TAB,6546.384615384615,Web
2014-02-01,1,5670,Tamaulipas,TAM,5670,Correo
2014-02-01,7,40801,Tamaulipas,TAM,5828.714285714285,Call Center
2014-02-01,7,28918,Tamaulipas,TAM,4131.142857142857,Recomendación
2014-02-01,9,48645,Tamaulipas,TAM,5405,Web
2014-02-01,1,7180,Tlaxcala,TLA,7180,Correo
2014-02-01,9,51667,Tlaxcala,TLA,5740.777777777777,Call Center
2014-02-01,9,36620,Tlaxcala,TLA,4068.8888888888887,Recomendación
2014-02-01,12,61600,Tlaxcala,TLA,5133.333333333333,Web
2014-02-01,1,7610,Veracruz de Ignacio de la Llave,VER,7610,Correo
2014-02-01,9,54759,Veracruz de Ignacio de la Llave,VER,6084.333333333333,Call Center
2014-02-01,8,38811,Veracruz de Ignacio de la Llave,VER,4851.375,Recomendación
2014-02-01,11,65286,Veracruz de Ignacio de la Llave,VER,5935.090909090909,Web
2014-02-01,2,8726,Yucatán,YUC,4363,Correo
2014-02-01,10,62789,Yucatán,YUC,6278.9,Call Center
2014-02-01,10,44503,Yucatán,YUC,4450.3,Recomendación
2014-02-01,13,74860,Yucatán,YUC,5758.461538461538,Web
2014-02-01,1,9856,Zacatecas,ZAC,9856,Correo
2014-02-01,7,70919,Zacatecas,ZAC,10131.285714285714,Call Center
2014-02-01,7,50265,Zacatecas,ZAC,7180.714285714285,Recomendación
2014-02-01,9,84553,Zacatecas,ZAC,9394.777777777777,Web
2014-03-01,4,18381,Ciudad de México,CMX,4595.25,Correo
2014-03-01,24,132261,Ciudad de México,CMX,5510.875,Call Center
2014-03-01,23,93743,Ciudad de México,CMX,4075.782608695652,Recomendación
2014-03-01,31,157688,Ciudad de México,CMX,5086.709677419355,Web
2014-03-01,1,6773,Aguascalientes,AGU,6773,Correo
2014-03-01,5,48739,Aguascalientes,AGU,9747.8,Call Center
2014-03-01,5,34545,Aguascalientes,AGU,6909,Recomendación
2014-03-01,7,58109,Aguascalientes,AGU,8301.285714285714,Web
2014-03-01,1,9621,Baja California,BCN,9621,Correo
2014-03-01,7,69232,Baja California,BCN,9890.285714285714,Call Center
2014-03-01,7,49069,Baja California,BCN,7009.857142857143,Recomendación
2014-03-01,9,82541,Baja California,BCN,9171.222222222223,Web
2014-03-01,1,11022,Baja California Sur,BCS,11022,Correo
2014-03-01,8,79309,Baja California Sur,BCS,9913.625,Call Center
2014-03-01,8,56212,Baja California Sur,BCS,7026.5,Recomendación
2014-03-01,11,94556,Baja California Sur,BCS,8596,Web
2014-03-01,1,2694,Campeche,CAM,2694,Correo
2014-03-01,3,19387,Campeche,CAM,6462.333333333333,Call Center
2014-03-01,3,13741,Campeche,CAM,4580.333333333333,Recomendación
2014-03-01,4,23114,Campeche,CAM,5778.5,Web
2014-03-01,2,9611,Coahuila de Zaragoza,COA,4805.5,Correo
2014-03-01,10,69156,Coahuila de Zaragoza,COA,6915.6,Call Center
2014-03-01,10,49016,Coahuila de Zaragoza,COA,4901.6,Recomendación
2014-03-01,13,82451,Coahuila de Zaragoza,COA,6342.384615384615,Web
2014-03-01,2,9247,Colima,COL,4623.5,Correo
2014-03-01,11,66540,Colima,COL,6049.090909090909,Call Center
2014-03-01,11,47162,Colima,COL,4287.454545454545,Recomendación
2014-03-01,15,79332,Colima,COL,5288.8,Web
2014-03-01,1,2591,Chiapas,CHP,2591,Correo
2014-03-01,3,18645,Chiapas,CHP,6215,Call Center
2014-03-01,3,13215,Chiapas,CHP,4405,Recomendación
2014-03-01,4,22229,Chiapas,CHP,5557.25,Web
2014-03-01,2,7050,Chihuahua,CHH,3525,Correo
2014-03-01,12,50725,Chihuahua,CHH,4227.083333333333,Call Center
2014-03-01,12,35953,Chihuahua,CHH,2996.0833333333335,Recomendación
2014-03-01,15,60477,Chihuahua,CHH,4031.8,Web
2014-03-01,2,7344,Durango,DUR,3672,Correo
2014-03-01,11,52844,Durango,DUR,4804,Call Center
2014-03-01,10,37455,Durango,DUR,3745.5,Recomendación
2014-03-01,14,63004,Durango,DUR,4500.285714285715,Web
2014-03-01,2,7667,Guanajuato,GUA,3833.5,Correo
2014-03-01,10,55168,Guanajuato,GUA,5516.8,Call Center
2014-03-01,10,39102,Guanajuato,GUA,3910.2,Recomendación
2014-03-01,13,65774,Guanajuato,GUA,5059.538461538462,Web
2014-03-01,1,8486,Guerrero,GRO,8486,Correo
2014-03-01,6,61059,Guerrero,GRO,10176.5,Call Center
2014-03-01,6,43277,Guerrero,GRO,7212.833333333333,Recomendación
2014-03-01,8,72798,Guerrero,GRO,9099.75,Web
2014-03-01,1,8566,Hidalgo,HID,8566,Correo
2014-03-01,9,61640,Hidalgo,HID,6848.888888888889,Call Center
2014-03-01,9,43688,Hidalgo,HID,4854.222222222223,Recomendación
2014-03-01,12,73490,Hidalgo,HID,6124.166666666667,Web
2014-03-01,3,20194,Jalisco,JAL,6731.333333333333,Correo
2014-03-01,20,145303,Jalisco,JAL,7265.15,Call Center
2014-03-01,20,102987,Jalisco,JAL,5149.35,Recomendación
2014-03-01,26,173237,Jalisco,JAL,6662.961538461538,Web
2014-03-01,3,10469,México,MEX,3489.6666666666665,Correo
2014-03-01,19,75328,México,MEX,3964.6315789473683,Call Center
2014-03-01,19,53390,México,MEX,2810,Recomendación
2014-03-01,25,89809,México,MEX,3592.36,Web
2014-03-01,1,7240,Michoacán de Ocampo,MIC,7240,Correo
2014-03-01,8,52096,Michoacán de Ocampo,MIC,6512,Call Center
2014-03-01,7,36924,Michoacán de Ocampo,MIC,5274.857142857143,Recomendación
2014-03-01,10,62111,Michoacán de Ocampo,MIC,6211.1,Web
2014-03-01,1,2694,Morelos,MOR,2694,Correo
2014-03-01,3,19387,Morelos,MOR,6462.333333333333,Call Center
2014-03-01,3,13741,Morelos,MOR,4580.333333333333,Recomendación
2014-03-01,4,23114,Morelos,MOR,5778.5,Web
2014-03-01,2,7205,Nayarit,NAY,3602.5,Correo
2014-03-01,10,51842,Nayarit,NAY,5184.2,Call Center
2014-03-01,10,36744,Nayarit,NAY,3674.4,Recomendación
2014-03-01,13,61809,Nayarit,NAY,4754.538461538462,Web
2014-03-01,3,10469,Nuevo León,NLE,3489.6666666666665,Correo
2014-03-01,19,75328,Nuevo León,NLE,3964.6315789473683,Call Center
2014-03-01,19,53390,Nuevo León,NLE,2810,Recomendación
2014-03-01,25,89809,Nuevo León,NLE,3592.36,Web
2014-03-01,1,2591,Oaxaca,OAX,2591,Correo
2014-03-01,3,18645,Oaxaca,OAX,6215,Call Center
2014-03-01,3,13215,Oaxaca,OAX,4405,Recomendación
2014-03-01,4,22229,Oaxaca,OAX,5557.25,Web
2014-03-01,1,6348,Puebla,PUE,6348,Correo
2014-03-01,6,45679,Puebla,PUE,7613.166666666667,Call Center
2014-03-01,6,32376,Puebla,PUE,5396,Recomendación
2014-03-01,8,54461,Puebla,PUE,6807.625,Web
2014-03-01,3,20194,Querétaro,QUE,6731.333333333333,Correo
2014-03-01,20,145303,Querétaro,QUE,7265.15,Call Center
2014-03-01,20,102987,Querétaro,QUE,5149.35,Recomendación
2014-03-01,26,173237,Querétaro,QUE,6662.961538461538,Web
2014-03-01,2,6391,Quintana Roo,ROO,3195.5,Correo
2014-03-01,10,45984,Quintana Roo,ROO,4598.4,Call Center
2014-03-01,10,32592,Quintana Roo,ROO,3259.2,Recomendación
2014-03-01,13,54825,Quintana Roo,ROO,4217.307692307692,Web
2014-03-01,1,6512,San Luis Potosí,SLP,6512,Correo
2014-03-01,8,46858,San Luis Potosí,SLP,5857.25,Call Center
2014-03-01,7,33212,San Luis Potosí,SLP,4744.571428571428,Recomendación
2014-03-01,10,55867,San Luis Potosí,SLP,5586.7,Web
2014-03-01,1,4517,Sinaloa,SIN,4517,Correo
2014-03-01,8,32500,Sinaloa,SIN,4062.5,Call Center
2014-03-01,8,23035,Sinaloa,SIN,2879.375,Recomendación
2014-03-01,11,38748,Sinaloa,SIN,3522.5454545454545,Web
2014-03-01,1,8796,Sonora,SON,8796,Correo
2014-03-01,9,63295,Sonora,SON,7032.777777777777,Call Center
2014-03-01,9,44862,Sonora,SON,4984.666666666667,Recomendación
2014-03-01,11,75464,Sonora,SON,6860.363636363636,Web
2014-03-01,2,9922,Tabasco,TAB,4961,Correo
2014-03-01,10,71392,Tabasco,TAB,7139.2,Call Center
2014-03-01,10,50601,Tabasco,TAB,5060.1,Recomendación
2014-03-01,13,85117,Tabasco,TAB,6547.461538461538,Web
2014-03-01,1,5671,Tamaulipas,TAM,5671,Correo
2014-03-01,7,40807,Tamaulipas,TAM,5829.571428571428,Call Center
2014-03-01,7,28923,Tamaulipas,TAM,4131.857142857143,Recomendación
2014-03-01,9,48652,Tamaulipas,TAM,5405.777777777777,Web
2014-03-01,1,7182,Tlaxcala,TLA,7182,Correo
2014-03-01,9,51675,Tlaxcala,TLA,5741.666666666667,Call Center
2014-03-01,9,36626,Tlaxcala,TLA,4069.5555555555557,Recomendación
2014-03-01,12,61609,Tlaxcala,TLA,5134.083333333333,Web
2014-03-01,1,7611,Veracruz de Ignacio de la Llave,VER,7611,Correo
2014-03-01,9,54768,Veracruz de Ignacio de la Llave,VER,6085.333333333333,Call Center
2014-03-01,9,38818,Veracruz de Ignacio de la Llave,VER,4313.111111111111,Recomendación
2014-03-01,11,65297,Veracruz de Ignacio de la Llave,VER,5936.090909090909,Web
2014-03-01,2,8728,Yucatán,YUC,4364,Correo
2014-03-01,11,62799,Yucatán,YUC,5709,Call Center
2014-03-01,10,44510,Yucatán,YUC,4451,Recomendación
2014-03-01,14,74872,Yucatán,YUC,5348,Web
2014-03-01,1,9858,Zacatecas,ZAC,9858,Correo
2014-03-01,7,70930,Zacatecas,ZAC,10132.857142857143,Call Center
2014-03-01,7,50273,Zacatecas,ZAC,7181.857142857143,Recomendación
2014-03-01,9,84566,Zacatecas,ZAC,9396.222222222223,Web
2014-04-01,4,17020,Ciudad de México,CMX,4255,Correo
2014-04-01,22,122467,Ciudad de México,CMX,5566.681818181818,Call Center
2014-04-01,22,86801,Ciudad de México,CMX,3945.5,Recomendación
2014-04-01,29,146011,Ciudad de México,CMX,5034.862068965517,Web
2014-04-01,1,6272,Aguascalientes,AGU,6272,Correo
2014-04-01,5,45130,Aguascalientes,AGU,9026,Call Center
2014-04-01,5,31987,Aguascalientes,AGU,6397.4,Recomendación
2014-04-01,6,53806,Aguascalientes,AGU,8967.666666666666,Web
2014-04-01,1,8909,Baja California,BCN,8909,Correo
2014-04-01,6,64105,Baja California,BCN,10684.166666666666,Call Center
2014-04-01,6,45436,Baja California,BCN,7572.666666666667,Recomendación
2014-04-01,8,76429,Baja California,BCN,9553.625,Web
2014-04-01,1,10206,Baja California Sur,BCS,10206,Correo
2014-04-01,8,73436,Baja California Sur,BCS,9179.5,Call Center
2014-04-01,7,52049,Baja California Sur,BCS,7435.571428571428,Recomendación
2014-04-01,10,87554,Baja California Sur,BCS,8755.4,Web
2014-04-01,1,2495,Campeche,CAM,2495,Correo
2014-04-01,2,17951,Campeche,CAM,8975.5,Call Center
2014-04-01,2,12723,Campeche,CAM,6361.5,Recomendación
2014-04-01,3,21402,Campeche,CAM,7134,Web
2014-04-01,2,8899,Coahuila de Zaragoza,COA,4449.5,Correo
2014-04-01,10,64035,Coahuila de Zaragoza,COA,6403.5,Call Center
2014-04-01,10,45386,Coahuila de Zaragoza,COA,4538.6,Recomendación
2014-04-01,13,76345,Coahuila de Zaragoza,COA,5872.692307692308,Web
2014-04-01,2,8563,Colima,COL,4281.5,Correo
2014-04-01,11,61613,Colima,COL,5601.181818181818,Call Center
2014-04-01,10,43669,Colima,COL,4366.9,Recomendación
2014-04-01,14,73458,Colima,COL,5247,Web
2014-04-01,1,2399,Chiapas,CHP,2399,Correo
2014-04-01,3,17264,Chiapas,CHP,5754.666666666667,Call Center
2014-04-01,3,12236,Chiapas,CHP,4078.6666666666665,Recomendación
2014-04-01,4,20583,Chiapas,CHP,5145.75,Web
2014-04-01,2,6528,Chihuahua,CHH,3264,Correo
2014-04-01,11,46969,Chihuahua,CHH,4269.909090909091,Call Center
2014-04-01,11,33290,Chihuahua,CHH,3026.3636363636365,Recomendación
2014-04-01,15,55999,Chihuahua,CHH,3733.266666666667,Web
